0,0,-0.8056365,1.2294038,11.6787376,-13.2621955,-8.4451217,-24.6646347,31.08
10,10,-0.825987,1.2772871,12.147994,-7.5914635,-1.2195122,-6.8597564,31.09
21,11,-0.8176074,1.2808783,12.2437601,-5.9756097,0.8536585,-1.7073171,31.08
31,10,-0.812819,1.3096083,12.2712936,-5.5487804,1.402439,-0.3048781,31.08
40,9,-0.8188045,1.2988345,12.276082,-5.4268293,1.6158536,0.1219512,31.09
50,10,-0.8247899,1.3084112,12.2904472,-5.3658537,1.6463414,0.2439024,31.09
61,11,-0.8176074,1.3251703,12.2952346,-5.3963418,1.7073171,0.152439,31.08
71,10,-0.8415491,1.319185,12.3024177,-5.3048782,1.6768293,0.152439,31.09
80,9,-0.8523228,1.3024258,12.2964324,-5.3658537,1.6158536,0.1219512,31.08
90,10,-0.8535199,1.2856667,12.3287534,-5.3353657,1.6158536,0.0609756,31.09
101,11,-0.8487316,1.2820754,12.3119945,-5.4268293,1.6158536,0.0914634,31.11
111,10,-0.8451403,1.2820754,12.2928409,-5.4268293,1.6768293,0.0609756,31.12
121,10,-0.8523228,1.2832725,12.2784757,-5.3963418,1.7378048,0.152439,31.11
130,9,-0.8379578,1.2856667,12.2772789,-5.3963418,1.7073171,0.1829268,31.12
141,11,-0.8343666,1.27609,12.2976293,-5.3963418,1.7073171,0.3353659,31.09
151,10,-0.8140162,1.3143966,12.2688989,-5.3963418,1.7378048,0.3048781,31.09
161,10,-0.8295783,1.3239732,12.2892494,-5.3963418,1.7073171,0.2743903,31.1
171,10,-0.8319724,1.3239732,12.2904472,-5.3658537,1.6768293,0.2134146,31.1
181,10,-0.8439433,1.3096083,12.2724905,-5.3658537,1.6463414,0.152439,31.11
191,10,-0.8571111,1.306017,12.2988262,-5.3658537,1.5853658,0.0914634,31.09
201,10,-0.854717,1.306017,12.323965,-5.3353657,1.6158536,0.0304878,31.1
211,10,-0.8403519,1.2820754,12.3251619,-5.3658537,1.6768293,0.0304878,31.12
221,10,-0.8583082,1.2928491,12.3167829,-5.3658537,1.7073171,0.0304878,31.12
232,11,-0.8439433,1.2832725,12.3131914,-5.4268293,1.6768293,0.1219512,31.12
