0,0,-0.6990962,1.1659584,12.3491039,-5.2439026,1.7682926,-0.792683,30.6
10,10,-0.7062788,1.1635642,12.2581253,-5.3048782,1.6158536,0.3048781,30.51
21,11,-0.6703662,1.1922942,12.2988262,-5.1829271,1.8292683,0.0914634,30.51
31,10,-0.7062788,1.1803233,12.3155851,-5.4573173,1.7073171,0.2743903,30.6
40,9,-0.6512129,1.1276518,12.3945932,-5.670732,1.4939024,0.0609756,30.51
50,10,-0.6440305,1.1922942,12.3275566,-5.3658537,1.4634146,-0.0304878,30.51
61,11,-0.7086729,1.1731408,12.3538923,-5.6097559,1.6158536,0.1829268,30.6
71,10,-0.6344538,1.1707468,12.3251619,-5.4573173,1.7987805,0.2439024,30.6
80,9,-0.696702,1.1037101,12.3371334,-5.3048782,1.7378048,-0.0304878,30.51
90,10,-0.6895196,1.1683526,12.3467092,-5.3658537,1.5853658,0.3048781,30.6
101,11,-0.7182496,1.0965276,12.3443155,-5.2439026,1.5853658,0.1219512,30.6
111,10,-0.682337,1.1396225,12.3921985,-5.2134146,1.5853658,0.2439024,30.51
121,10,-0.6871254,1.1420167,12.3299503,-5.3048782,1.7682926,0.1219512,30.51
130,9,-0.682337,1.1396225,12.3275566,-5.3353657,1.6768293,0.2743903,30.6
141,11,-0.7397971,1.1635642,12.3036146,-5.4573173,1.7073171,0.152439,30.6
151,10,-0.6847312,1.2138416,12.2557315,-5.2743902,1.6158536,0.3963415,30.6
161,10,-0.6751546,1.1827175,12.3275566,-5.3658537,1.7682926,0.0304878,30.51
171,10,-0.6919137,1.1779292,12.3538923,-5.2743902,1.5243902,0.2134146,30.51
181,10,-0.6655779,1.1420167,12.3491039,-5.3353657,1.7073171,0.2439024,30.6
191,10,-0.7062788,1.1899,12.3347387,-5.2743902,1.6463414,0.3353659,30.6
201,10,-0.7038846,1.1659584,12.2964324,-5.4573173,1.6158536,0.2439024,30.51
211,10,-0.6512129,1.1899,12.3898048,-5.3963418,1.6463414,0.2134146,30.51
221,10,-0.682337,1.175535,12.3419208,-5.3963418,1.7987805,0.4268293,30.6
232,11,-0.6919137,1.1228634,12.2868556,-5.3658537,1.7378048,0.2134146,30.51
242,10,-0.6919137,1.0725859,12.3419208,-5.3963418,1.3719512,0.3353659,30.51
251,9,-0.6895196,1.1228634,12.3012208,-5.4878048,1.4939024,0.2743903,30.51
261,10,-0.682337,1.1396225,12.3275566,-5.3048782,1.7987805,0.1829268,30.51
272,11,-0.7230379,1.2114475,12.3227682,-5.2743902,1.5243902,0.0914634,30.6
282,10,-0.682337,1.0917392,12.2341842,-5.2134146,1.7682926,0.0914634,30.6
292,10,-0.6799429,1.1683526,12.3012208,-5.3963418,1.6463414,0.0304878,30.6
302,10,-0.6847312,1.1611701,12.2772789,-5.3048782,1.4939024,0.2743903,30.6
312,10,-0.7110671,1.2114475,12.3969869,-5.3658537,1.6463414,-0.0609756,30.6
322,10,-0.682337,1.1420167,12.308403,-5.2134146,1.7682926,0.2743903,30.6
332,10,-0.6416363,1.1587759,12.3658628,-5.2439026,1.8902439,0.3353659,30.51
