0,0,-0.4429206,0.9313302,12.2964324,-5.2439026,1.7987805,-0.7621951,30.08
10,10,-0.4429206,0.9049944,12.3610744,-5.3048782,1.6158536,0.1829268,30.18
21,11,-0.3998256,0.9097827,12.3514976,-5.3963418,1.5853658,0.2743903,30.18
31,10,-0.4237672,0.8762644,12.3682575,-5.4878048,1.5853658,0.3353659,30.18
40,9,-0.4141906,0.9361186,12.3778333,-5.4268293,1.5853658,0.1829268,30.08
50,10,-0.375884,0.9121769,12.3227682,-5.3353657,1.7073171,0.2439024,30.08
61,11,-0.3806723,0.9409069,12.3299503,-5.3963418,1.4634146,0.1829268,30.08
71,10,-0.3663073,0.9145711,12.3658628,-5.3658537,1.6768293,0.2439024,30.18
80,9,-0.450103,0.9121769,12.3778333,-5.2743902,1.5853658,0.0304878,30.18
90,10,-0.4237672,0.9169652,12.3945932,-5.3353657,1.7378048,0.3353659,30.18
101,11,-0.3902489,0.9145711,12.3682575,-5.3963418,1.7378048,0.152439,30.18
111,10,-0.3734898,0.9169652,12.3850164,-5.3048782,1.7073171,0.1829268,30.18
121,10,-0.4285555,0.9002061,12.3706512,-5.3353657,1.6463414,0.3048781,30.18
130,9,-0.4165847,0.9313302,12.3610744,-5.3048782,1.7073171,0.2439024,30.18
141,11,-0.3687014,0.9121769,12.3395271,-5.2743902,1.6768293,0.2439024,30.08
151,10,-0.3998256,0.9552719,12.4113521,-5.2134146,1.5853658,0.2743903,30.18
161,10,-0.3950373,0.8858411,12.3586807,-5.2743902,1.6768293,0.0609756,30.18
171,10,-0.4381322,0.9361186,12.380228,-5.2134146,1.5853658,0.1219512,30.18
181,10,-0.4692564,0.9169652,12.3443155,-5.3658537,1.6158536,0.0304878,30.27
191,10,-0.3663073,0.9169652,12.3347387,-5.3658537,1.7682926,0.2134146,30.18
201,10,-0.3926431,0.9409069,12.380228,-5.3963418,1.4329268,0.1219512,30.18
211,10,-0.3926431,0.9241477,12.3658628,-5.3658537,1.6158536,0.152439,30.27
221,10,-0.3782781,0.9289361,12.4472646,-5.4268293,1.6463414,0.0609756,30.08
232,11,-0.4357381,0.9049944,12.4017753,-5.4878048,1.6768293,0.152439,30.18
242,10,-0.4141906,0.9409069,12.4113521,-5.3658537,1.7987805,0.2134146,30.18
251,9,-0.3950373,0.8906294,12.3634691,-5.3353657,1.5853658,0.0914634,30.18
261,10,-0.3830664,0.9193594,12.3898048,-5.3353657,1.7073171,0.152439,30.08
272,11,-0.3687014,0.9504836,12.3155851,-5.2743902,1.7073171,0.0914634,30.08
282,10,-0.4189789,0.8834469,12.4209289,-5.4268293,1.5853658,0.152439,30.18
292,10,-0.4381322,0.9121769,12.3921985,-5.3353657,1.6158536,0.2439024,30.18
301,9,-0.4165847,0.9600603,12.3203735,-5.2743902,1.6463414,0.2439024,30.18
312,11,-0.3878548,0.9576661,12.3898048,-5.3353657,1.4939024,0.1219512,30.08
322,10,-0.4548914,0.9480895,12.3898048,-5.3048782,1.6158536,0.2134146,30.27
332,10,-0.4405264,0.9265419,12.4161405,-5.3658537,1.6768293,0.152439,30.18
342,10,-0.3950373,0.8882352,12.3969869,-5.3658537,1.6768293,0.2134146,30.27
352,10,-0.450103,0.9313302,12.4328994,-5.3963418,1.859756,0.1829268,30.08
